username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalinkjimmyfallon;2018-03-24 03:31;1517;13617;Today is @AMarch4OurLives . I’m partnering with @MTV and @NAACP to sponsor a bus full of smart young young people traveling from NYC to #MarchForOurLives Washington, D.C. today. Thank you for standing up and saying you’ve had #ENOUGH . See you there.;;@AMarch4OurLives @MTV @NAACP;#MarchForOurLives #ENOUGH;977493133050220544;https://twitter.com/jimmyfallon/status/977493133050220544
jimmyfallon;2018-03-24 03:21;85;1401;This cameras were real. Not just a funny bit. Will goes for it. Should be a cool experience. Subscribe.;;;;977490502630166530;https://twitter.com/jimmyfallon/status/977490502630166530
jimmyfallon;2018-03-24 03:10;158;1929;What is it like to make an entrance through the curtain on the Tonight Show? What is it like to be Will Smith? (for a few minutes) https:// youtu.be/nsjPEcRq_0c #WillSmithChannel #NewChannel #YouTube #Fallon;;;#WillSmithChannel #NewChannel #YouTube #Fallon;977487865843154945;https://twitter.com/jimmyfallon/status/977487865843154945
jimmyfallon;2018-03-23 10:01;362;5194;When your kids idols become yours. Thank you #PawPatrolLive #NationalPuppyDay pic.twitter.com/ES3ujqn2HV;;;#PawPatrolLive #NationalPuppyDay;977228811355000832;https://twitter.com/jimmyfallon/status/977228811355000832
jimmyfallon;2018-03-23 07:16;101;1061;Happy #ThankYouNoteFriday ! Tonight: @tylerperry is here, @jimjefferies stops by & stand-up from @JoeListComedy ! #FallonTonight;;@tylerperry @jimjefferies @JoeListComedy;#ThankYouNoteFriday #FallonTonight;977187408503590912;https://twitter.com/jimmyfallon/status/977187408503590912
jimmyfallon;2018-03-23 05:24;308;1812;History of TV Theme Songs with Will Smith https://www. youtube.com/watch?v=kD-_iy S95AQ … #FallonTonight;;;#FallonTonight;977159175791874049;https://twitter.com/jimmyfallon/status/977159175791874049
jimmyfallon;2018-03-22 21:36;564;5208;Will Smith always brings it. Golden Girls? Check. Good Times? Check. Cheers? Check. Fresh Prince? ... https:// twitter.com/fallontonight/ status/977034906378391552 …;;;;977041401962692610;https://twitter.com/jimmyfallon/status/977041401962692610
jimmyfallon;2018-03-22 08:08;19;147;3. You must do that in a movie. Congrats on Flower!;;;;976838075895697410;https://twitter.com/jimmyfallon/status/976838075895697410
jimmyfallon;2018-03-22 08:07;91;1423;Oh no!!! I meant to say that your mom starred in HTD!!! Ugh. Sorry. Ah well - you have very talented parents. You can see why you are a star. That was fun. See you soon!! https:// twitter.com/zoeydeutch/sta tus/976836180816867334 …;;;;976837763831095296;https://twitter.com/jimmyfallon/status/976837763831095296
jimmyfallon;2018-03-22 07:10;143;1807;He didn’t even need cue cards! #Ducktales fan.;;;#Ducktales;976823452702257152;https://twitter.com/jimmyfallon/status/976823452702257152
jimmyfallon;2018-03-22 06:56;77;819;Come back anytime. Thank you!! https:// twitter.com/realdjpremier/ status/976801664974905345 …;;;;976819804345692161;https://twitter.com/jimmyfallon/status/976819804345692161
